#OTU ID	bG01	bG02	bG03	bG04	bG05	bG06	bG07	bG08	bG09	bG10	bG11	bG12	bG13	bG14	bG15	bG16	bG17	bG18	bG19	bG20	bGB	bL01	bL02	bL02r	bL03	bL04	bL05	bL06	bL07	bL08	bL09	bL10	bL11	bL12	bLB	bP	bR01	bR02	bR03	bR04	bR05	bR06	bR07	bR08	bR09	bR10	bR11	bR12	bR13	bR14	bR15	bR16	bR17	bR18	bR19	bR20	bRB	bS01	bS02	bS03	bS04	bS05	bS06	bS07	bS08	bS09	bS10	bS10r	bS11	bS12	bS13	bS14	bS15	bS16	bS17	bS18	bSB	bZ01	bZ02	bZ03	bZ03r	bZ04	bZ05	bZ06	bZ07	bZ08	bZ09	bZ10	bZ11	bZ12	bZ13	bZ14	bZ15	bZ16	bZ17	bZB	dG01	dG02	dG03	dG04	dG05	dG06	dG07	dG08	dG08r	dG09	dG10	dG11	dG12	dG13	dG14	dG15	dG16	dG17	dG18	dG19	dG20	dGB	dL01	dL02	dL02r	dL03	dL04	dL05	dL06	dL07	dL08	dL09	dL10	dL11	dL12	dLB	dR01	dR02	dR03	dR04	dR05	dR06	dR07	dR08	dR09	dR10	dR11	dR12	dR13	dR14	dR15	dR16	dR17	dR18	dR19	dR20	dRB	dS01	dS02	dS03	dS04	dS05	dS06	dS07	dS08	dS09	dS10	dS10r	dS11	dS12	dS13	dS14	dS15	dS16	dS17	dS18	dSB	dZ01	dZ02	dZ03	dZ03r	dZ04	dZ05	dZ06	dZ07	dZ08	dZ09	dZ10	dZ11	dZ12	dZ13	dZ14	dZ15	dZ16	dZ17	dZB	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22EBL	A23EBL	A06	A07	A08	A09	B01	B10	B11	B12	B13	B14	B15	B16a	B16b	B17	B18	B19	B02	B20EBL	B03	B04	B05	B06	B07	B08	B09	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19EBL	C02	C03	C04	C04_75	C05	C06	C07	C08	C09	D01	D10	D11	D13	D14	D15	D16	D17	D18	D02	D03	D04	D05	D06	D07	D08	D09	H2O	rosea_04	Consensus Lineage
ZOTU10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	220	469	514	359	2480	74	75	47	75	108	64	164	135	151	182	175	225	257	1	0	87	717	424	274	87	2757	1397	4292	2850	918	955	93	74	82	64	102	39	127	182	0	58	134	215	52	139	485	30	0	0	48	0	92	48	18	0	20	81	49	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	16	1924	2047	1809	2418	2623	139	405	46	98	98	152	150	210	145	263	197	127	180	0	0	1538	4388	4783	4695	5306	42475	9235	7477	2836	1265	1570	306	263	134	113	308	110	192	279	1	49	178	132	212	21	323	152	15	0	77	81	19	48	1	23	11	24	11	0	783	583	6732	643	1664	1933	1399	358	1108	224	23	36	1	0	0	16	111	395	0	1340	16469	2864	12157	24202	2008	437	512	4647	1207	331	0	0	1	0	346	22	102	121	219	992	16524	11450	959	5691	11610	7603	9696	2859	0	5	5	33	251	494	208	1366	2046	7296	448	70	32	61	11	16	41	370	521	146	60	170	6002	3596	6321	2391	4118	4	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__uncultured_Methylomicrobium_sp.
ZOTU18	3751	4130	22	15	85	107	273	763	1544	1270	1520	2815	2415	3406	3017	3366	4006	4527	4041	4327	0	1	1670	1659	1286	2185	1351	1045	766	590	307	538	420	0	0	1	1	0	0	1	1	0	0	3	0	0	2	1	2	1	1	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	8	1	0	840	1063	596	945	1925	885	1282	1632	1218	878	228	1508	1172	405	1557	1625	614	660	0	8392	5311	201	139	164	496	1682	7503	4992	8184	7432	8554	12149	12379	13249	12390	12837	13617	13858	13854	10958	0	2315	1190	1356	3781	2023	803	1000	1231	1050	969	1303	963	4	1	2	9	2	5	2	1	0	0	1	0	0	3	3	0	0	2	4	14	3	1	0	0	0	2	0	0	1	1	1	1	0	0	0	1	0	2	3	0	3	1	0	3151	2510	1980	1907	2665	2419	2005	1739	2202	2400	2185	1558	2271	2550	1320	935	1460	1216	0	0	0	0	2	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	8	39	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__
ZOTU28	265	521	0	15	4	15	30	65	80	129	251	348	199	273	194	222	284	401	603	526	0	0	49	0	0	4	3	4	0	0	0	22	0	0	0	0	0	0	0	0	0	13	2	2	1	1	8	5	2	13	9	16	12	6	7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	19	9	6	10	38	0	67	53	84	227	74	26	75	70	47	11	2	127	179	59	165	79	16	1	0	12713	9287	2490	497	1008	2131	6099	13302	15279	15434	16883	22045	22142	17123	10512	10204	11948	10620	14382	23635	14888	0	2330	158	2	8	320	241	200	186	186	259	290	155	1	0	22	14	82	133	147	0	10	3	16	14	22	9	45	15	116	65	38	4	17	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	10	38	275	215	229	860	0	742	1842	2260	2182	977	828	1057	439	1304	857	1614	3520	1397	2139	792	1042	2092	1161	0	123	166	752	272	81	68	49	5	19	7	25	2	69	0	0	1	1	51	0	27	38	21	33	10	20	10	59	35	14	20	0	0	0	0	0	0	0	0	3	0	1	1	5	43	293	227	330	245	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	74	19	604	100	0	0	0	0	0	0	0	0	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__
ZOTU12	0	0	0	14	0	0	0	20	28	0	0	28	0	48	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	13	148	195	680	684	571	328	469	537	323	420	561	490	528	6	0	39	0	0	0	0	0	0	123	90	36	40	369	184	314	705	684	695	455	365	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	0	41	145	81	50	88	55	27	22	9	0	12	1	8	0	7	0	0	0	0	154	0	1	0	0	0	0	0	0	0	0	106	122	33	29	31	82	77	710	1103	649	423	1078	738	1811	624	1688	1535	1547	1254	78	0	17	64	0	5	8	274	292	116	64	62	67	680	256	814	1778	2762	2211	2349	3112	0	0	0	0	32	0	0	3	0	0	1	0	0	0	0	0	4	0	0	0	84	201	618	166	1597	2715	1169	927	803	434	305	1018	0	0	0	23	28	95	0	28	248	268	340	436	59	45	97	257	197	178	1	0	0	11	24	2	82	1	40	71028	44695	49356	8773	7694	3852	2325	2401	948	1	27	18	2	0	0	10	46	334	16332	0	2	254	859	391	307	179	528	413	1	0	2	8591	0	40	25	0	11	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas; s__
ZOTU13	0	5	34	50	15	14	11	14	2	17	0	12	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	1	0	6	0	1	0	1	0	0	1	0	0	0	0	1	3	1	0	0	7601	5900	7736	7284	7114	5978	4776	2495	1081	220	199	95	20	43	41	23	44	29	78	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2443	2719	4312	4971	4944	2363	1046	270	42	8	6	0	0	5	3	13	8	4	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	30	115	21	15	18	27	15	3	8	3	8	0	1	2	20	23	35	2048	97	33	28	65	20	55	85	39	49	20	19	1051	0	3854	1742	4152	653	374	297	80	1665	1528	823	534	401	340	250	338	179	2	3692	7392	5460	12703	4430	4154	6294	2610	5212	29846	205	42	96	48	36	16	248	341	10851	8579	7690	24045	15007	11522	6770	3567	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Methylocystis; s__
ZOTU15	652	602	4101	7069	5575	2715	1777	1334	810	532	473	485	357	444	345	533	542	495	367	469	0	0	0	0	0	0	0	0	0	0	1	0	0	324	0	0	33	1230	1120	1017	1064	876	87	110	96	138	149	76	151	213	178	187	156	192	210	1	0	164	83	67	121	31	624	727	1998	1951	1886	2055	969	453	411	82	73	123	36	36	0	0	10	24	25	38	40	0	26	0	0	0	41	49	114	1	0	0	0	0	965	383	6969	9981	8334	6709	5260	2674	1791	2169	1103	1113	1384	1063	534	887	712	1162	854	519	641	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1467	2092	1819	1568	1980	782	121	224	83	57	79	94	90	124	82	137	130	154	95	189	0	580	208	892	893	973	5180	2178	2411	2675	1828	1958	1240	389	479	170	97	322	101	101	0	21	3	0	0	4	2	7	0	1	2	0	17	0	0	2	0	1	0	0	2443	1626	11973	2848	8509	5128	6186	1455	1775	1167	698	1145	0	0	14	382	479	1320	0	488	1367	698	1831	1531	356	779	577	955	363	428	0	0	168	182	4425	1307	2072	2354	850	1120	2156	1013	209	500	447	252	145	108	0	103	413	1407	3137	3393	1872	7303	1576	5375	461	1611	991	293	36	26	7	73	151	89	101	38	1944	2025	3719	3049	2859	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__typeIa; s__lake-cluster-1
ZOTU14	13	13	531	609	286	91	66	15	18	36	24	3	3	19	3	2	22	9	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	49	7695	6296	7943	5889	3257	363	497	290	333	408	235	454	472	449	458	570	570	720	7	2	65	36	0	2	1	183	244	601	682	936	838	837	523	709	165	177	229	177	166	0	0	0	0	1	0	0	1	2	2	2	1	3	2	1	1	0	0	0	0	28	5	977	745	279	172	103	97	19	79	60	24	37	34	9	4	15	25	26	8	14	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1227	12799	12165	12713	14467	4199	412	674	237	153	150	180	216	282	205	327	284	326	257	3	0	87	2	242	180	128	1275	708	831	897	688	755	759	351	402	169	175	229	154	288	1	2	1	0	1	1	7	1	1	1	0	0	1	0	8	0	2	0	0	0	3486	1786	14683	3941	18098	13668	17435	4465	5060	2934	1617	2180	1	0	41	912	510	1851	0	749	2301	1009	2599	2506	433	1086	961	1817	783	825	0	0	1	8	389	268	244	420	1376	1410	1513	1507	254	1069	1069	672	299	76	0	33	56	303	900	492	425	1877	783	3470	64	906	1248	389	18	62	66	411	469	23	12	8	559	560	1266	1072	510	1	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__typeIa; s__lake-cluster-1
ZOTU21	195	298	0	1	8	20	12	42	76	70	120	107	119	117	156	267	196	251	139	356	0	0	339	158	877	1537	1008	951	650	483	177	319	450	1	0	0	4	1	1	0	0	0	1	0	1	2	4	1	2	2	0	0	2	4	5	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	5626	5618	5649	6890	9222	4401	6253	11678	7760	6301	7048	11917	7936	4907	11198	10493	8143	9307	0	262	170	2	0	0	3	4	64	89	224	82	153	244	286	208	175	165	168	221	141	209	0	295	52	272	386	599	294	223	204	119	155	158	113	0	0	0	0	0	0	0	0	1	0	0	1	2	3	4	3	12	9	9	1	7	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	3	2	0	4871	5283	6139	5164	4346	3059	3103	3159	3522	4708	3624	7343	2206	2010	1414	821	1911	1588	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__
ZOTU16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	61	38	39	68	39	23	25	13	24	17	11	0	0	0	24	35	27	159	23	16	7	18	55	90	145	84	140	154	127	171	214	190	244	5	0	0	0	0	0	0	0	13	0	11	0	5	9	7	71	345	731	668	721	926	0	0	0	32	42	0	123	0	52	103	18	0	47	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	2	7	5	11	14	6	13	4	1	5	1	0	0	51	146	66	113	155	51	1	40	37	27	17	49	34	57	38	60	79	65	70	0	0	2	0	0	0	0	0	0	0	1	0	1	7	3	8	66	161	165	181	272	0	0	8	0	5	10	8	10	9	6	4	26	2	0	0	0	0	0	0	0	2747	4039	27335	3425	10600	9024	7890	2284	2579	1198	436	605	0	0	0	164	281	1235	1	805	2102	2367	7116	3070	1169	1418	2044	5667	2042	2652	0	2	3	2	0	0	13	63	932	14	735	1756	896	4240	15006	22037	29928	13422	0	0	0	0	0	2	0	1	0	10	1	0	6	217	422	586	372	2099	3056	1	1	3	128	1	5	2	0	0	1	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__
ZOTU22	4	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	82	1076	654	393	472	307	132	352	201	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1359	2072	1835	2249	3076	1479	2642	4070	2172	2751	727	3858	3771	2502	3461	4039	2343	4208	0	0	0	0	1	0	0	0	10	0	0	2	2	0	1	6	0	0	0	0	0	2	0	0	130	63	1691	1709	548	544	384	304	200	216	148	8	2	1	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	3	0	10624	7942	10374	9827	9992	9847	8519	9868	8923	8615	9848	5029	7782	8782	7874	3521	5454	5803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__
ZOTU23	50	57	0	28	62	17	5	2	0	16	1	21	0	74	4	55	35	14	35	32	0	592	8378	345	3062	4607	1218	771	438	229	54	208	101	0	0	0	0	0	0	7	1	26	0	2	4	2	0	0	3	4	5	1	0	2	4	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	2	1	0	2	0	6190	5471	5659	5038	8848	5256	5499	9616	7447	4407	5657	10726	13741	5783	7253	2209	651	729	0	38	27	26	22	74	71	44	112	67	32	16	49	51	27	14	14	36	23	26	23	21	0	2353	312	362	317	1093	236	138	58	32	12	7	3	1	1	17	4	7	2	3	2	0	3	6	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	3	0	2	1	1	4	1	1	2	0	0	1	0	0	0	4828	4690	2891	3402	3906	4158	2657	3162	2870	3195	1913	8255	3302	2394	1855	842	1139	730	0	116	51	456	60	182	99	233	48	33	25	6	21	0	0	0	14	6	22	0	15	19	9	19	19	0	7	1	21	8	5	0	0	0	0	56	48	9	21	7	1	2	0	1	0	0	0	0	0	0	0	0	9	21	20	5	41	6	11	0	0	6	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__typeIa; s__lake-cluster-1
ZOTU24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	927	3827	2496	5871	14315	11231	16899	17453	11844	9170	17238	15209	2	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	5	0	3	0	2	1	1	0	0	0	0	0	0	0	0	0	1879	2308	2818	23313	8568	2916	3627	3055	2045	2080	2206	1250	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__
ZOTU27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1772	1151	768	2462	4075	9610	10079	6817	5567	3338	6414	5845	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1515	114	154	3446	6152	11276	14406	15743	10099	15023	14206	11874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__typeIa; s__deep-sea-1
ZOTU25	14	0	0	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	6	0	4	6	0	5	0	0	0	0	0	0	0	0	4	0	0	0	74	0	112	76	55	70	0	16	0	0	0	2	0	11	13	11	0	5	0	0	0	57	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	60	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	40	119	28	13	49	40	24	7	4	14	5	0	0	25	11	59	20	1195	0	3	1	2	7	0	7	31	22	21	17	662	0	222	3	84	5	15	100	31	7	24	41	28	16	12	46	39	3	1	85	20	0	0	0	0	8	2	23	117	0	0	0	0	10	0	0	0	0	2	1	5	0	39	6	0	3	140805	 k__Bacteria_MOB_like; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Methylocystis; s__Methylocystis_rosea
ZOTU19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	33	60	15	29	5	5	25	41	62	40	50	78	59	71	119	82	108	0	0	0	0	0	0	0	0	0	13	22	19	3	7	4	45	136	185	237	254	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	123	60	93	104	0	1	6	9	24	19	27	32	59	43	76	88	66	81	0	0	0	0	0	0	0	93	6	9	29	5	2	21	3	36	60	158	180	168	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3129	3605	22590	3084	9155	8849	9384	3311	2451	1214	410	616	0	1	20	177	246	1424	43	1057	1976	2177	6375	2779	1517	1595	2031	5304	2135	3380	0	2	10	3	1	3	2	30	942	45	1503	3704	1188	2695	5837	6845	10013	4289	1	0	1	1	2	0	2	13	3	50	1	1	13	79	71	166	79	1052	1128	0	0	1	222	1	39	11	4	0	1	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__
ZOTU26	0	0	1	0	0	0	2	0	0	0	0	0	3	3	0	0	8	1	0	0	0	1	557	1002	345	404	126	122	85	34	32	81	82	1	1	0	0	0	9	4	0	0	5	0	7	11	14	8	8	9	9	16	20	9	13	0	0	0	0	0	0	0	1	1	16	15	0	0	0	4	3	29	45	24	58	64	1	2561	1527	2587	2552	4733	2800	4510	4108	3372	2164	7836	2535	5918	2573	3613	2949	2250	1779	0	0	2	0	0	0	0	1	34	0	0	15	1	0	0	2	1	0	9	10	0	1	0	407	403	251	940	311	63	53	27	8	15	16	3	2	0	2	7	12	12	37	0	0	0	4	3	3	5	7	6	7	18	17	9	4	0	0	0	0	1	0	0	101	25	21	30	0	0	1	0	0	8	8	13	16	47	0	4564	5343	6209	5875	5120	5462	4894	3933	5007	3514	3991	1649	3162	2265	1017	820	1397	1276	0	228	311	2258	268	954	673	586	133	286	85	36	36	0	0	0	6	13	131	0	38	216	124	316	220	68	60	74	268	154	131	0	0	0	0	11	0	15	10	32	7	162	432	87	167	467	501	880	397	0	0	1	0	0	0	0	0	1	12	0	0	0	6	60	14	16	234	196	0	0	0	16	15	40	3	8	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__
ZOTU31	1741	2375	31	51	120	236	196	974	1374	1334	1486	2235	2075	2559	1943	2541	2811	2895	2160	2596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	41	55	3	19	3	1	15	30	44	37	60	75	58	69	63	95	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	72	63	32	73	0	1	0	1	1	0	0	0	2	0	0	3	2	0	0	0	1	0	0	0	2189	1668	114	280	559	695	2152	5595	2952	5979	5592	6172	7747	9982	9387	6447	5136	5416	4344	4746	4523	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	100	63	60	37	4	0	7	10	19	41	56	79	134	108	198	217	208	165	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	3	39	99	77	147	309	1	1	3	2	0	1	7	4	3	2	5	1	10	0	1	0	0	0	0	0	35	20	95	24	40	35	52	3	13	2	0	1	0	0	0	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	11	33	345	184	0	0	0	0	0	0	0	0	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter; s__
ZOTU30	0	0	0	12	29	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	83	144	31	9	25	10	9678	7314	4096	1378	417	150	126	166	123	101	98	143	163	3	0	0	0	0	0	0	1	54	34	121	114	73	2	19	134	867	1193	755	704	621	0	2	5	2	3	9	1	3	26	4	3	5	77	192	67	117	67	141	61	0	0	1	37	58	41	31	4	0	3	3	2	1	6	0	3	19	16	8	4	25	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	2370	144	127	19	44	0	19240	18756	8269	3954	844	622	453	607	299	440	266	252	234	307	0	36	187	5	87	128	648	147	435	304	277	354	23	17	49	205	696	506	414	677	0	1	19	2	2	2	4	12	12	0	0	10	234	28	3	5	0	3	1	1	0	2	24	0	60	44	6	1	5	0	2	1	0	0	0	0	0	0	0	0	22	36	76	54	0	10	0	58	16	17	0	0	1	0	0	0	17	0	2	477	12645	2134	343	1534	3403	2727	3306	791	0	0	2	0	6	12	5	11	20	42	0	120	3	435	333	224	210	1136	1495	0	0	1	1789	33	80	187	60	2	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylosoma; s__
ZOTU33	3	1	0	0	3	0	3	8	4	4	0	1	1	4	2	0	1	1	0	1	0	1124	3190	4878	5322	3308	3677	4047	3363	2069	1269	1684	1319	0	0	0	0	0	0	0	0	0	0	0	12	5	8	3	4	9	7	8	5	19	16	0	0	0	1	0	0	0	0	0	0	1	0	2	0	11	10	8	10	5	15	6	1	3	1	22	14	5	6	5	6	11	0	0	15	19	0	14	30	13	16	0	4	5	0	3	24	12	40	37	18	64	19	13	14	21	7	6	1	6	1	4	2	0	22989	14260	13954	2208	9674	7111	3839	2939	1924	1688	1618	762	1	0	2	0	0	0	0	0	1	9	7	5	6	10	5	6	5	7	8	10	6	0	0	0	0	0	0	0	0	0	0	0	8	10	0	41	8	2	4	1	3	2	0	3	12	32	41	4	5	0	4	31	5	0	46	10	2	0	5	2	1	0	1	1	16	5	31	13	23	3	20	9	3	12	0	0	0	0	0	1	0	2	11	7	5	36	1	0	0	3	3	2	0	0	0	0	0	0	0	0	0	13	7	9	1	20	27	29	29	10	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	1	3	2	0	0	0	2	0	0	0	0	0	0	 k__Bacteria_MOB_like; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__typeIa; s__deep-sea-1
